"","Name","Team","Position","proj_score","proj_salary","Price","value","2020_Games","2020_Average","talent","opportunity","durability","form","consistency","weighted_talent","weighted_opportunity","weighted_durability","weighted_form","weighted_consistency","manual_weight"
"746","Leo Connolly","STK","DEF",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"747","Harry Sharp","BRI","DEF",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"748","Isiah Winder","WCE","DEF",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"749","Aiden Fyfe","GCS","DEF",1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"750","Isaac Chugg","COL","DEF",1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"751","Lachlan Gollant","ADE","MID",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"752","Trent Bianco","COL","MID",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"753","Leo Connolly","STK","MID",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"754","Harry Sharp","BRI","MID",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"755","Isiah Winder","WCE","MID",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"756","Aiden Fyfe","GCS","MID",1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"757","Bigoa Nyuon","RIC","DEF",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"758","Bigoa Nyuon","RIC","RUC",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"759","Peter Wright","ESS","FWD",1,3094,292300,-289206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"760","Jamarra Ugle-Hagan","WBD","FWD",1,3094,207300,-204206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"761","Logan McDonald","SYD","FWD",1,3094,193800,-190706,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"762","Conor Stone","GWS","FWD",1,3094,144300,-141206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"763","Oliver Henry","COL","FWD",1,3094,135300,-132206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"764","Harrison Jones","ESS","FWD",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"765","Connor McFadyen","BRI","FWD",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"766","Anton Tohill","COL","FWD",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"767","Tom Wilson","COL","FWD",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"768","Oscar Brownless","GEE","FWD",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"769","Francis Evans","GEE","FWD",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"770","Nathan Kreuger","GEE","FWD",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"771","Cameron Taheny","GEE","FWD",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"772","Patrick Murtagh","GCS","FWD",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"773","Malcolm Rosas","GCS","FWD",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"774","Emerson Jeka","HAW","FWD",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"775","Miles Bergman","POR","FWD",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"776","James Rowe","ADE","FWD",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"777","Beau McCreery","COL","FWD",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"778","Liam McMahon","COL","FWD",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"779","Seamus Mitchell","HAW","FWD",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"780","Eddie Ford","NME","FWD",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"781","Ollie Lord","POR","FWD",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"782","Matthew Allison","STK","FWD",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"783","Dominic Bedendo","WBD","FWD",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"784","Blake Coleman","BRI","FWD",1,3094,117200,-114106,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"785","Marc Sheather","SYD","FWD",1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"786","Will Phillips","NME","MID",1,3094,198300,-195206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"787","Luke Pedlar","ADE","MID",1,3094,162300,-159206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"788","Tanner Bruhn","GWS","MID",1,3094,157800,-154706,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"789","Tom Powell","NME","MID",1,3094,153300,-150206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"790","Ryan Angwin","GWS","MID",1,3094,130800,-127706,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"791","Ronin O'Connor","ADE","MID",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"792","Brodie Kemp","CAR","MID",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"793","Sam Ramsay","CAR","MID",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"794","Jay Rantall","COL","MID",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"795","Tom Hird","ESS","MID",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"796","Luke Valente","FRE","MID",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"797","Cooper Stephens","GEE","MID",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"798","James Jordon","MEL","MID",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"799","Aaron Nietschke","MEL","MID",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"800","Jackson Mead","POR","MID",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"801","Riley Collier-Dawkins","RIC","MID",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"802","Will Martyn","RIC","MID",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"803","Riley Garcia","WBD","MID",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"804","Sam Berry","ADE","MID",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"805","Reef McInnes","COL","MID",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"806","Nathan O'Driscoll","FRE","MID",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"807","Joel Western","FRE","MID",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"808","Connor Downie","HAW","MID",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"809","Charlie Lazzaro","NME","MID",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"810","Errol Gulden","SYD","MID",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"811","Luke Edwards","WCE","MID",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"812","Jack Carroll","CAR","MID",1,3094,117200,-114106,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"813","Carter Michael","BRI","MID",1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"814","Alex Davies","GCS","MID",1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"815","Taj Schofield","POR","MID",1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"816","Zane Trew","WCE","MID",1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"817","Lachlan McNeil","WBD","MID",1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"818","Braeden Campbell","SYD","MID",1,3094,189300,-186206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"819","Braeden Campbell","SYD","FWD",1,3094,189300,-186206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"820","Elijah Hollands","GCS","MID",1,3094,180300,-177206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"821","Elijah Hollands","GCS","FWD",1,3094,180300,-177206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"822","Archie Perkins","ESS","MID",1,3094,171300,-168206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"823","Archie Perkins","ESS","FWD",1,3094,171300,-168206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"824","Finlay Macrae","COL","MID",1,3094,126300,-123206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"825","Finlay Macrae","COL","FWD",1,3094,126300,-123206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"826","Nakia Cockatoo","BRI","MID",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"827","Tom Joyce","BRI","MID",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"828","Ely Smith","BRI","MID",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"829","Lachlan Johnson","ESS","MID",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"830","Trent Burgoyne","POR","MID",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"831","Dylan Williams","POR","MID",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"832","Noah Cumberland","RIC","MID",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"833","Hugo Ralphsmith","RIC","MID",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"834","Nakia Cockatoo","BRI","FWD",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"835","Tom Joyce","BRI","FWD",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"836","Ely Smith","BRI","FWD",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"837","Lachlan Johnson","ESS","FWD",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"838","Trent Burgoyne","POR","FWD",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"839","Dylan Williams","POR","FWD",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"840","Noah Cumberland","RIC","FWD",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"841","Hugo Ralphsmith","RIC","FWD",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"842","Max Holmes","GEE","MID",1,3094,121800,-118706,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"843","Max Holmes","GEE","FWD",1,3094,121800,-118706,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"844","Brayden Cook","ADE","FWD",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"845","Caleb Poulter","COL","FWD",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"846","Tyler Brockman","HAW","FWD",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"847","Jake Bowey","MEL","FWD",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"848","Fraser Rosman","MEL","FWD",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"849","Phoenix Spicer","NME","FWD",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"850","Maurice Rioli","RIC","FWD",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"851","Brayden Cook","ADE","MID",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"852","Corey Durdin","CAR","MID",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"853","Caleb Poulter","COL","MID",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"854","Tyler Brockman","HAW","MID",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"855","Jake Bowey","MEL","MID",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"856","Fraser Rosman","MEL","MID",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"857","Phoenix Spicer","NME","MID",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"858","Maurice Rioli","RIC","MID",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"859","Corey Durdin","CAR","FWD",1,3094,117200,-114106,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"860","Tariek Newchurch","ADE","FWD",1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"861","Jack Ginnivan","COL","FWD",1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"862","Hawego Paul Oea","GCS","MID",1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"863","Jack Saunders","HAW","FWD",1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"864","Tariek Newchurch","ADE","MID",1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"865","Jack Ginnivan","COL","MID",1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"866","Hawego Paul Oea","GCS","FWD",1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"867","Jack Saunders","HAW","MID",1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"868","Nick Bryan","ESS","RUC",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"869","Lloyd Meek","FRE","RUC",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"870","Matt Conroy","GCS","RUC",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"871","Matt Flynn","GWS","RUC",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"872","Ned Reeves","HAW","RUC",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"873","Austin Bradtke","MEL","RUC",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"874","Sam Hayes","POR","RUC",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"875","Sam Alabakis","STK","RUC",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"876","Callum Jamieson","WCE","RUC",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"877","Jordon Sweet","WBD","RUC",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"878","Henry Smith","BRI","RUC",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"879","Samson Ryan","RIC","RUC",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"880","Paul Tsapatolis","GEE","RUC",1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"881","Mate Colina","RIC","RUC",1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"882","Riley Thilthorpe","ADE","RUC",1,3094,202800,-199706,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"883","Riley Thilthorpe","ADE","FWD",1,3094,202800,-199706,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"884","Charlie Comben","NME","RUC",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"885","Charlie Comben","NME","FWD",1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"886","Shannon Neale","GEE","RUC",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"887","Shannon Neale","GEE","FWD",1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"888","Josh Treacy","FRE","RUC",1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
"889","Josh Treacy","FRE","FWD",1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0
